200	0.15	0.14	0.15	18.1	0.000799525	-61.9433591
250	0.14	0.14	0.16	18.08	0.000764915	-62.32773827
315	0.15	0.23	0.17	18.05	0.000870505	-61.20457636
400	0.69	0.84	0.59	18.03	0.001283026	-57.83528886
500	9.65	8.56	2.56	17.97	0.002043885	-53.79087039
630	7.79	5.73	9.94	17.93	0.003270873	-49.70672665
800	4.35	4.01	4.99	17.91	0.002303602	-52.75185286
1000	1.42	1.4	1.59	17.88	0.001203807	-58.38886073
1250	1.46	1.62	1.31	18.2	0.001027657	-59.76303321
