Row	TR	T30	T20	T10	EDT	D	C50	C80	Ts
125	30.7114453125	17.915009765625	12.796435546875	7.677861328125	5.11857421875	48.6816035651863	-0.23025211519785	0.376984093788488	1620.14719206911
250	0.098203125	0.05728515625	0.04091796875	0.02455078125	0.0163671875	85.2614152481401	7.62294098166426	7.75257225677014	153.712662509954
500	0.9601171875	0.560068359375	0.400048828125	0.240029296875	0.16001953125	82.2872465525526	6.66996926901546	6.85819793127957	176.22512873038
1000	0.991640625	0.57845703125	0.41318359375	0.24791015625	0.1652734375	78.89024138149	5.72536024678988	5.87966297430097	85.4669512079004
2000	1.01203125	0.5903515625	0.4216796875	0.2530078125	0.168671875	68.5916287208194	3.39224890005075	3.53454434857197	95.886451041393
4000	0.961875	0.56109375	0.40078125	0.24046875	0.1603125	81.9975138421303	6.58434647490612	6.73870188056453	51.1881698917565
8000	0.19453125	0.1134765625	0.0810546875	0.0486328125	0.032421875	89.4551188846946	9.28546565043075	9.55224258168948	41.0571279237127
16000	0.0617578125	0.036025390625	0.025732421875	0.015439453125	0.01029296875	95.2906018102009	13.0606194173468	13.3637387098509	55.4948383079578
32000	0.020390625	0.01189453125	0.00849609375	0.00509765625	0.0033984375	98.8827035982186	19.4694687008587	19.5176217396572	26.3263891080296
