Row	TR	T30	T20	T10	EDT	D	C50	C80	Ts
125	1.8762890625	1.094501953125	0.781787109375	0.469072265625	0.31271484375	36.5791574287764	-2.39228153976172	1.56937120564957	178.860037923727
250	1.8664453125	1.088759765625	0.777685546875	0.466611328125	0.31107421875	34.472758773833	-2.78945912208132	1.89292941266095	194.491031882835
500	2.0115234375	1.173388671875	0.838134765625	0.502880859375	0.33525390625	30.8431833252728	-3.50687419373657	-0.0134113845923096	190.016083518609
1000	2.5747265625	1.501923828125	1.072802734375	0.643681640625	0.42912109375	27.4051434073317	-4.23135922745898	-1.97059154642129	229.454745868202
2000	2.9635546875	1.728740234375	1.234814453125	0.740888671875	0.49392578125	11.5539504452587	-8.84199751215054	-4.45580428215594	245.271146622704
4000	2.3260546875	1.356865234375	0.969189453125	0.581513671875	0.38767578125	20.0011677747809	-6.02047378837638	-2.68770459578253	186.622526147275
8000	1.57546875	0.9190234375	0.6564453125	0.3938671875	0.262578125	31.2991122141753	-3.41462590120669	0.304682555143072	132.111580646381
16000	0.6973828125	0.406806640625	0.290576171875	0.174345703125	0.11623046875	78.0239890944481	5.5025429908585	7.92438254618726	61.4729745507295
32000	0.299765625	0.17486328125	0.12490234375	0.07494140625	0.0499609375	86.6647651879415	8.1281382954873	8.59603454701353	193.133884038997
