Project Name	MedidasMartillo
Measurement Name	M1-Negro
User Name	Default USER

Creation time	5/22/2016 14:52:8
Analyzer	FFT1
Result type	H1
Response Name	[2]-Accel X
Reference Name	[1]-Hammer
Unit	RMS
Average Type	Linear
Average Number (#)	     3      
Average Domain	Spectral

   X_Value   	  Y_Module  	   Y_Phase   	
     Hz     	 (m/s²)/(N) 	      °      	
 1.38750e+002	1.27840e-001	-5.39396e+002	
 1.40000e+002	1.27158e-001	-5.39424e+002	
 1.41250e+002	1.26444e-001	-5.39329e+002	
 1.42500e+002	1.25808e-001	-5.39262e+002	
 1.43750e+002	1.25384e-001	-5.38890e+002	
 1.45000e+002	1.25382e-001	-5.38823e+002	
 1.46250e+002	1.25463e-001	-5.38623e+002	
 1.47500e+002	1.25707e-001	-5.38606e+002	
 1.48750e+002	1.25948e-001	-5.38731e+002	
 1.50000e+002	1.26286e-001	-5.38837e+002	
 1.51250e+002	1.26364e-001	-5.39031e+002	
 1.52500e+002	1.26722e-001	-5.39324e+002	
 1.53750e+002	1.26915e-001	-5.39630e+002	
 1.55000e+002	1.26646e-001	-5.40155e+002	
 1.56250e+002	1.26492e-001	-5.40568e+002	
 1.57500e+002	1.25867e-001	-5.40968e+002	
 1.58750e+002	1.24761e-001	-5.41444e+002	
 1.60000e+002	1.23841e-001	-5.41998e+002	
 1.61250e+002	1.22513e-001	-5.42158e+002	
 1.62500e+002	1.21576e-001	-5.42359e+002	
 1.63750e+002	1.19847e-001	-5.42408e+002	
 1.65000e+002	1.18938e-001	-5.42343e+002	
 1.66250e+002	1.17787e-001	-5.42245e+002	
 1.67500e+002	1.16505e-001	-5.42016e+002	
 1.68750e+002	1.15563e-001	-5.41607e+002	
 1.70000e+002	1.14620e-001	-5.41207e+002	
 1.71250e+002	1.14011e-001	-5.40891e+002	
 1.72500e+002	1.13429e-001	-5.40365e+002	
 1.73750e+002	1.13169e-001	-5.39936e+002	
 1.75000e+002	1.12923e-001	-5.39648e+002	
 1.76250e+002	1.13024e-001	-5.39079e+002	
 1.77500e+002	1.13637e-001	-5.38875e+002	
 1.78750e+002	1.13608e-001	-5.38633e+002	
 1.80000e+002	1.14128e-001	-5.38477e+002	
 1.81250e+002	1.14358e-001	-5.38228e+002	
 1.82500e+002	1.14699e-001	-5.38132e+002	
 1.83750e+002	1.14820e-001	-5.38088e+002	
 1.85000e+002	1.15104e-001	-5.38190e+002	
 1.86250e+002	1.14832e-001	-5.38316e+002	
 1.87500e+002	1.15173e-001	-5.38119e+002	
 1.88750e+002	1.15148e-001	-5.38292e+002	
 1.90000e+002	1.15383e-001	-5.38344e+002	
 1.91250e+002	1.15522e-001	-5.38332e+002	
 1.92500e+002	1.15404e-001	-5.38443e+002	
 1.93750e+002	1.15145e-001	-5.38410e+002	
 1.95000e+002	1.14886e-001	-5.38349e+002	
 1.96250e+002	1.14634e-001	-5.38366e+002	
 1.97500e+002	1.14779e-001	-5.38364e+002	
 1.98750e+002	1.14477e-001	-5.38262e+002	
 2.00000e+002	1.14821e-001	-5.38106e+002	
 2.01250e+002	1.14823e-001	-5.38057e+002	
 2.02500e+002	1.14542e-001	-5.37941e+002	
 2.03750e+002	1.14484e-001	-5.37901e+002	
 2.05000e+002	1.14918e-001	-5.37928e+002	
 2.06250e+002	1.14783e-001	-5.37932e+002	
 2.07500e+002	1.15034e-001	-5.37957e+002	
 2.08750e+002	1.15027e-001	-5.37892e+002	
 2.10000e+002	1.15177e-001	-5.37889e+002	
 2.11250e+002	1.15217e-001	-5.37987e+002	
 2.12500e+002	1.15117e-001	-5.38034e+002	
 2.13750e+002	1.15648e-001	-5.38177e+002	
 2.15000e+002	1.15722e-001	-5.38199e+002	
 2.16250e+002	1.15607e-001	-5.38273e+002	
 2.17500e+002	1.15558e-001	-5.38504e+002	
 2.18750e+002	1.15689e-001	-5.38678e+002	
 2.20000e+002	1.15423e-001	-5.38812e+002	
 2.21250e+002	1.15121e-001	-5.38809e+002	
 2.22500e+002	1.14565e-001	-5.39099e+002	
 2.23750e+002	1.14193e-001	-5.39052e+002	
 2.25000e+002	1.13886e-001	-5.38935e+002	
 2.26250e+002	1.13383e-001	-5.39017e+002	
 2.27500e+002	1.13384e-001	-5.39034e+002	
 2.28750e+002	1.12940e-001	-5.38804e+002	
 2.30000e+002	1.12830e-001	-5.38800e+002	
 2.31250e+002	1.12706e-001	-5.38674e+002	
 2.32500e+002	1.12131e-001	-5.38548e+002	
 2.33750e+002	1.12062e-001	-5.38378e+002	
 2.35000e+002	1.12248e-001	-5.38289e+002	
 2.36250e+002	1.12173e-001	-5.38214e+002	
 2.37500e+002	1.12249e-001	-5.38116e+002	
 2.38750e+002	1.12130e-001	-5.37973e+002	
 2.40000e+002	1.12428e-001	-5.37921e+002	
 2.41250e+002	1.12216e-001	-5.37881e+002	
 2.42500e+002	1.12465e-001	-5.37907e+002	
 2.43750e+002	1.12562e-001	-5.37789e+002	
 2.45000e+002	1.12433e-001	-5.37805e+002	
 2.46250e+002	1.12585e-001	-5.37702e+002	
 2.47500e+002	1.12866e-001	-5.37670e+002	
 2.48750e+002	1.12679e-001	-5.37705e+002	
 2.50000e+002	1.12831e-001	-5.37729e+002	
 2.51250e+002	1.12817e-001	-5.37718e+002	
 2.52500e+002	1.13048e-001	-5.37778e+002	
 2.53750e+002	1.12709e-001	-5.37647e+002	
 2.55000e+002	1.12472e-001	-5.37726e+002	
 2.56250e+002	1.12316e-001	-5.37694e+002	
 2.57500e+002	1.12616e-001	-5.37617e+002	
 2.58750e+002	1.12613e-001	-5.37667e+002	
 2.60000e+002	1.12592e-001	-5.37678e+002	
 2.61250e+002	1.12830e-001	-5.37585e+002	
 2.62500e+002	1.12740e-001	-5.37651e+002	
 2.63750e+002	1.12764e-001	-5.37547e+002	
 2.65000e+002	1.12863e-001	-5.37419e+002	
 2.66250e+002	1.12788e-001	-5.37227e+002	
 2.67500e+002	1.13086e-001	-5.37577e+002	
 2.68750e+002	1.13032e-001	-5.37352e+002	
 2.70000e+002	1.13305e-001	-5.37488e+002	
 2.71250e+002	1.13546e-001	-5.37521e+002	
 2.72500e+002	1.13625e-001	-5.37395e+002	
 2.73750e+002	1.13970e-001	-5.37519e+002	
 2.75000e+002	1.14139e-001	-5.37679e+002	
 2.76250e+002	1.13970e-001	-5.37811e+002	
 2.77500e+002	1.14424e-001	-5.37975e+002	
 2.78750e+002	1.14229e-001	-5.38150e+002	
 2.80000e+002	1.14202e-001	-5.38199e+002	
 2.81250e+002	1.14221e-001	-5.38470e+002	
 2.82500e+002	1.13931e-001	-5.38568e+002	
 2.83750e+002	1.13745e-001	-5.38605e+002	
 2.85000e+002	1.13256e-001	-5.38920e+002	
 2.86250e+002	1.13241e-001	-5.38859e+002	
 2.87500e+002	1.12725e-001	-5.39043e+002	
 2.88750e+002	1.12396e-001	-5.39158e+002	
 2.90000e+002	1.11988e-001	-5.39246e+002	
 2.91250e+002	1.11363e-001	-5.39160e+002	
 2.92500e+002	1.10783e-001	-5.39107e+002	
 2.93750e+002	1.10143e-001	-5.38916e+002	
 2.95000e+002	1.09663e-001	-5.38979e+002	
 2.96250e+002	1.10028e-001	-5.38735e+002	
 2.97500e+002	1.09475e-001	-5.38591e+002	
 2.98750e+002	1.09595e-001	-5.38189e+002	
 3.00000e+002	1.09491e-001	-5.38242e+002	
 3.01250e+002	1.08877e-001	-5.37982e+002	
 3.02500e+002	1.09634e-001	-5.37785e+002	
 3.03750e+002	1.09224e-001	-5.37944e+002	
 3.05000e+002	1.09294e-001	-5.37659e+002	
 3.06250e+002	1.09189e-001	-5.37668e+002	
