10	0.007	7.07
15	0.007	7.28
20	0.007	7.60
25	0.007	7.86
30	0.008	8.42
40	0.009	10.11
50	0.013	14.13
60	0.025	27.17
70	0.023	25.00
80	0.013	14.13
90	0.009	9.78
100	0.008	9.13
150	0.007	7.41
200	0.007	7.20
300	0.007	7.37
400	0.007	7.73
600	0.008	8.37
800	0.008	9.20
1000	0.010	11.09
1500	0.011	11.52
2000	0.012	12.98
2500	0.013	14.57
3000	0.014	15.43
4000	0.016	17.17
5000	0.018	19.13
6000	0.019	21.09
7000	0.021	22.61
8000	0.022	24.24
